client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
9c1fb100aa7d62e3224be37126c06fa989d9eabc51a69cb36b6cef32ef76602462092201e047a05380e958955b158612810f32b4a65e97e2b8fd2f2b31db1667	common_voice_zh-TW_37287193.mp3	所以才覺得很詭異	0	0	fifties	male			zh-TW	
9c1fb100aa7d62e3224be37126c06fa989d9eabc51a69cb36b6cef32ef76602462092201e047a05380e958955b158612810f32b4a65e97e2b8fd2f2b31db1667	common_voice_zh-TW_37287194.mp3	農政全書	0	0	fifties	male			zh-TW	
9c1fb100aa7d62e3224be37126c06fa989d9eabc51a69cb36b6cef32ef76602462092201e047a05380e958955b158612810f32b4a65e97e2b8fd2f2b31db1667	common_voice_zh-TW_37287195.mp3	在一八八零年代之間	0	0	fifties	male			zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287876.mp3	不敢說理的人是奴隸	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287877.mp3	美食大樂團	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287878.mp3	將消費資訊一併整合	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287879.mp3	我不想吃音樂果	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287880.mp3	我需要柏金包	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287881.mp3	講太久會被消音	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287882.mp3	消失的便當之謎	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287883.mp3	我四十五歲學存股	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287884.mp3	敘說探究	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287885.mp3	巧妙破冰	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287891.mp3	樣式的意思是？	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287892.mp3	不挑買點也能穩穩賺	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287893.mp3	承辦不會寫就找顧問	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287894.mp3	姚以婷審定推薦	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287895.mp3	這是心理作用	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287896.mp3	火盃的考驗	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287897.mp3	最後還是被收下了	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287898.mp3	亂糟糟鬧哄哄	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287899.mp3	上雅社區活動中心	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287900.mp3	第十年的情人節	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287901.mp3	會減少稅收嗎？	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287902.mp3	台灣這邊	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287903.mp3	第二性	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287904.mp3	秦楚兩漢篇	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287905.mp3	每天二十分	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287911.mp3	你需要大重量訓練	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287912.mp3	生活篇	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287913.mp3	龍瑛宗全集中文卷	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287914.mp3	路西法效應	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287915.mp3	薩提爾的對話練習	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287916.mp3	然後自然變大	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287917.mp3	有挖過一個相近的坑	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287918.mp3	怦然心動的人生整理魔法	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287919.mp3	量化交易之父吉姆西蒙斯	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287920.mp3	隔離是要你的命	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287921.mp3	從自我檢測中找回生活	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287922.mp3	可能需要一次三個螢幕	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287923.mp3	想到今天是三一九槍擊案	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287924.mp3	史記研究集成	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287925.mp3	狐狸澡堂	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287926.mp3	找到正確的思考路徑	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287927.mp3	填寫問卷	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287928.mp3	有要成果報告	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287929.mp3	希望之線	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287930.mp3	我小孩聽到機器人說話	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287931.mp3	你的善良必須有點鋒芒	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287932.mp3	日日減醣瘦身料理	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287933.mp3	我們正在討論這件事	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287934.mp3	創業成真	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287935.mp3	如何闡釋日常的生活現象	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287936.mp3	打破你對金錢的迷思	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287937.mp3	第二波口罩	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287938.mp3	台南市中西區五妃街兩百號	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287939.mp3	重新規劃每一天	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287940.mp3	感謝導播	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287941.mp3	我比較會相信三百萬人感染	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287942.mp3	恆毅力	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287943.mp3	如果要剪輯的話	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287944.mp3	怎說變異就變異	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37287945.mp3	要準備收單	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289368.mp3	協會的影音頻道	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289369.mp3	或者是大數據	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289370.mp3	健身用的綁腳沙袋	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289373.mp3	阿德勒的教導	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289375.mp3	在咖啡冷掉之前	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289378.mp3	產品設計	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289379.mp3	睡美人概念股	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289380.mp3	賺到一份好薪水	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289381.mp3	機器設備公司就高價外銷	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289382.mp3	唐鳳	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289383.mp3	社會學的基本概念	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289384.mp3	還是提升自己的技術能力	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289385.mp3	透過線上參與	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289386.mp3	只是開玩笑，竟然變被告？	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289387.mp3	最簡單的書寫，改變你的一生	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289393.mp3	升職創業的要領	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289394.mp3	沒有自律，還談什麼夢想	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289395.mp3	巧克力工廠	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289396.mp3	用心於不交易	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289397.mp3	物競天擇與適應	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289398.mp3	至少是加拿大跟挪威養殖的	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289399.mp3	寫黑板	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289400.mp3	難度比較高的是	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289401.mp3	繼三月一日第一次討論會後	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289402.mp3	消除痠痛地藏饅頭	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289403.mp3	保重身體	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289404.mp3	最後十四堂星期二的課	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289405.mp3	比天賦更關鍵的學習法	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289406.mp3	如果你用完衛生紙	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289407.mp3	一位家教老師的見證	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289413.mp3	暢銷全球四十年阿德勒式教養	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289414.mp3	從特斯拉到太空探索	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289415.mp3	肯定自己的獨特	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289416.mp3	突然的想念你	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289417.mp3	簡報資料	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289418.mp3	提升思辨創意	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289419.mp3	寫給內向者的職場進擊指南	1	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289420.mp3	讓各時區的人都能參與	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289421.mp3	四季養生	0	0					zh-TW	
201094ce375654011767038f98148862494a27eb1d4b1b25f88471b79f8a80a1fd7d2c1656d36fde0aa99306ee3de989e56876955071423898d2881e77807c8a	common_voice_zh-TW_37289422.mp3	養一檔會掙錢的股票	0	0					zh-TW	
75ac9c23fdfa9aa247249d443c8132a2da7a5bcf91f4b72045ace9f7ef8ef06c481e2c990417b8fd2231b56dd54ed80c13829f5a90cbb9dc73d72b660b807b18	common_voice_zh-TW_37290304.mp3	要介紹專案	0	0	sixties	male			zh-TW	
75ac9c23fdfa9aa247249d443c8132a2da7a5bcf91f4b72045ace9f7ef8ef06c481e2c990417b8fd2231b56dd54ed80c13829f5a90cbb9dc73d72b660b807b18	common_voice_zh-TW_37290305.mp3	拿近反而收音糊糊的	0	0	sixties	male			zh-TW	
75ac9c23fdfa9aa247249d443c8132a2da7a5bcf91f4b72045ace9f7ef8ef06c481e2c990417b8fd2231b56dd54ed80c13829f5a90cbb9dc73d72b660b807b18	common_voice_zh-TW_37290306.mp3	有人推薦就轉過來	1	0	sixties	male			zh-TW	
